TEL_NO,BTH_GBN_NM,ASSEM_ADDR,HJ_NM,HG_NM,BTH_DATE,ELECT_GBN_NM,POLY_NM,REELE_GBN_NM,CMITS,MEM_TITLE,ENG_NM,SEX_GBN_NM,E_MAIL,MONA_CD,SECRETARY2,JOB_RES_NM,STAFF,HOMEPAGE,CMIT_NM,SECRETARY,ORIG_NM,UNITS
02-784-6490,양,의원회관 554호,閔洪喆,민홍철,1961-04-18,지역구,더불어민주당,3선,국토교통위원회,"[학 력]  

 김해동광초등학교 졸업 
 김해중학교 졸업
 김해고등학교 졸업
 부산대학교 법학과 졸업
 부산대학교 대학원 법학과 졸업(법학석사)

[경 력] 
제21대 국회의원(3선, 경남 김해시갑)
제21대 국회 후반기 국토교통위원회 위원


 (前) 육군 법무감(준장)
 (前) 고등군사법원 법원장
 (前) 국방부 인사소청위원회 위원장 
 (前) 중앙행정심판위원회 비상임위원

 (前)국회 국방위원회 위원장
 (前) 제19,20대 국회의원
 (前) 더불어민주당 경상남도당 위원장
 (前) 더불어민주당 제2정책조정위원장
 (前) 더불어민주당 최고위원
 (前) 더불어민주당 제4차 정기전국대의원대회 선거관리위원장(2020.05.29.~08.29)
 (前) 국회 국토교통위원회 간사
 (前) 국회 국방위원회 간사
 (前) 국회 평창동계올림픽 및 국제경기대회지원 특별위원회 위원
 (前) 국회 예산결산특별위원회 위원(2012, 2014, 2015, 2017년, 2018년)
 (前) 대법관 인사청문특위 간사
 (前) 국회 국토교통위원회 간사
 (前) 국회 남북경제협력특별위원회 위원
 (前) 국회 군 인권개선 및 병영문화혁신특별위원회 위원
 (前) 국회 지방자치발전특별위원회 위원
 (前) 국회 세월호 침몰사고 진상규명을 위한 국정조사 특별위원회 위원
 (前) 새정치민주연합 원내부대표
 (前) 민주당 수석사무부총장",MIN HONGCHUL,남,,O6D8329R,"조나연, 임주성, 임민혁, 박지현, 조선애",위원,"김대승, 한주연",http://www.민사랑.com/,국토교통위원회,"이상헌, 임예택",경남 김해시갑,"제19대, 제20대, 제21대"
02-784-5364,양,의원회관 533호,朴洸瑥,박광온,1957-03-26,지역구,더불어민주당,3선,교육위원회,"MBC 도쿄 특파원, 앵커, 보도국 통일외교부장, 정치국제에디터, 논설위원, 보도국장
제18대 대통령 선거 문재인대통령후보 선거대책위원회 대변인
민주당 홍보위원장
새정치민주연합 대변인
제19대 국회의원
제19대 국회 기획재정위원회 위원
제19대 국회 운영위원회 위원
새정치민주연합 원내부대표
더불어민주당 문재인 당대표 비서실장
제20대 국회의원
더불어민주당 수석대변인
국정기획자문위원회 대변인 겸 경제분과 위원
국회 기획재정위원회 간사
국회 예산결산특별위원회 위원
더불어민주당 국민연금 공공투자정책추진 특별위원회 위원장
더불어민주당 제3정조위 위원장
더불어민주당 경기도당 위원장
현)제21대 국회의원
국회 과학기술정보방송통신위원회 위원장
더불어민주당 최고위원
국회 법제사법위원회 위원장
현)국회 교육위원회 위원",PARK KWANGON,남,sotong533@gmail.com,K3W33496,"차진완, 오영하, 한소진, 김수연, 고성경",위원,"이용국, 이한돌",http://blog.naver.com/kopark2012,교육위원회,"신청수, 홍순웅",경기 수원시정,"제19대, 제20대, 제21대"
02-784-1238,양,의원회관 622호,朴大壽,박대수,1960-08-30,비례대표,국민의힘,초선,환경노동위원회,"[경력사항]
- 現 국민의힘 노동위원회 위원장
- 現 제21대 국회 전반기 환경노동위원회 위원
- 現 제21대 국회의원 (비례대표/국민의힘)
- 前 미래통합당 노동위원회 위원장
- 前 제21대 국회의원 (비례대표/미래통합당)
- 前 최저임금위원회 근로자위원
- 前 경제사회발전노사정위원회 노동시장구조개선특별위원회 위원
- 前 서울지방노동위원회 근로자위원
- 前 서울시자원봉사센터 이사
- 前 한국노동조합총연맹 서울특별시지역본부 의장
- 前 전국연합노동조합연맹 부위원장
- 前 대한항공노동조합 위원장

[학력사항]
- 한국항공대학교 대학원 항공경영학 석사",PARK DAESOO,남,,B7H6207C,"최미아, 한상훈, 김영춘, 김다연, 박시현",위원,"박현영, 한길완",,환경노동위원회,"윤창혁, 윤태식",비례대표,제21대
02-784-6750,음,의원회관 802호,朴大出,박대출,1961-03-18,지역구,국민의힘,3선,기획재정위원회,"<학력> 
·진주고등학교 졸업(49회) 
·연세대학교 정치외교학과 졸업 
·연세대학교 행정대학원 졸업 

<경력> 
·새누리당 대변인
·국회 미래창조과학방송통신위원회 위원 
·국회 예산·결산특별위원회 위원
·진주·부산 발전협의회 고문 
·前 새누리당 원내부대표
·前 국회 운영위원회 위원 
 (국회방송심의소위원회 위원장) 
·前 서울신문 정치부장 
·前 서울신문 논설위원 
·前 부경대학교 겸임교수 ",PARK DAECHUL,남,dcparkjj@assembly.go.kr,W4X85128,"황은수, 황승호, 김세아, 심효은, 황태일",위원장,"송동현, 최두식",http://blog.naver.com/dcparkjj,기획재정위원회,"김영주, 정진효",경남 진주시갑,"제19대, 제20대, 제21대"
02-784-6550,음,의원회관 604호,朴德欽,박덕흠,1953-10-18,지역구,국민의힘,3선,"농림축산식품해양수산위원회, 예산결산특별위원회","□ 학력 
- 한양대학교 일반대학원 토목공학 박사
- 연세대학교 대학원 토목공학 석사
- 서울산업대학교 토목공학과 졸업

□ 경력
전 ) 충청북도 스카우트연맹 연맹장
전) 제20대 국회 후반기 국토교통위원회 간사
전) 제20대 국회 후반기 예산결산특별위원회 위원
전) 자유한국당 정책위 부의장
전) 자유한국당 총선기획단 위원
전) 자유한국당 비상대책위원회 위원
전) 재난안전대책특별위원회 위원
전) 자유한국당 충북도당 위원장
전) 새누리당 조직부총장 
전) 새누리당 중앙연수원 원장
전) 새누리당 충북도당 위원장
전) 새누리당 재해대책위원회 위원장
전) 대한전문건설협회 중앙회 회장
",PARK DUKHYUM,남,parkdukhyum@naver.com,N4R2421C,"정서영, 최윤희, 이동구, 김율, 김하은",위원,"유대종, 전상인",,"농림축산식품해양수산위원회, 예산결산특별위원회","박현문, 사정아",충북 보은군옥천군영동군괴산군,"제19대, 제20대, 제21대"
02-784-6960,음,의원회관 837호,朴範界,박범계,1963-04-27,지역구,더불어민주당,3선,"법제사법위원회, 형사사법체계개혁특별위원회","2021. 1. ~ 제68대 법무부장관
2021. 2. ~ 제21대 국회 환경노동위원회 위원
2020. 6. ~ 2021. 1. 제21대 국회 법제사법위원회 위원
2018. 11. ~ 20220. 11. 더불어민주당 당무감사원장
2018. 더불어민주당 수석대변인
2018. 1. ~ 2018. 6. 제20대 국회 사법개혁특별위원회 간사
2017. 7. ~ 2018. 2. 더불어민주당 최고위원
2017. 5. ~ 2017. 7. 국정기획자문위 정치행정분과위원장
2016. 11. ~ 2017. 1.제20대 국회 박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사 특별위원회 간사
2016. 6. ~ 2017. 9.제20대 국회 법제사법위원회 간사
2013. 6. ~ 2013. 8.제19대 국회 국가정보원 댓글 의혹 사건 등의 진상규명을 위한 국정조사 특별위원회 위원
2012. 7. ~ 2014. 5.제19대 국회법제사법위원회 위원
2003. 청와대 민정2비서관, 법무비서관
2003. 대법원 사법개혁위원회 간사
2001. 3. ~ 2002. 10. 대전지방법원 판사
1998. 3. ~ 2001. 2. 전주지방법원 판사
1996. 4. ~ 1998. 3. 서울지방법원 판사
1994. 2. ~ 1996. 3. 서울지방법원 남부지원 판사
1991. 제33회 사법시험 합격
1985. 3. ~ 1989. 2. 연세대학교 법학과",PARK BEOMKYE,남,,7R156073,"정영모, 김윤희, 강대우, 최수아, 최미나",위원,"문병남, 윤종우",http://www.bkfire.co.kr/,"법제사법위원회, 형사사법체계개혁특별위원회","강래원, 박수빈",대전 서구을,"제19대, 제20대, 제21대"
02-6788-6461,양,의원회관 804호,朴炳錫,박병석,1952-01-25,지역구,더불어민주당,6선,외교통일위원회,"대전고
성균관대 법률학과 졸업
한양대 신문방송학 박사과정 수료
워싱턴대(UW)초빙연구원
중앙일보 홍콩특파원,편집부국장 겸 경제부장
서울시 정무부시장
민주당 대변인
열린우리당 행복중심복합도시 건설특별위원장
정무위원회 위원장
민주당 정책위의장
국회부의장(19대 전반기)
한.중 의원외교협의회 회장
국회의장(20대 전반기)",PARK BYEONGSEUG,남,pbs2100@gmail.com,BLC8630L,"최명식, 김규범, 김동성, 윤푸름, 이초롱",위원,"김동주, 최종길",,외교통일위원회,"강순욱, 오인숙",대전 서구갑,"제16대, 제17대, 제18대, 제19대, 제20대, 제21대"
02-784-2417~9,음,의원회관 817호,朴商赫,박상혁,1973-03-20,지역구,더불어민주당,초선,국토교통위원회,"2013 경찰대학교 외래교수

2014 ~ 2016 법무법인 창조 변호사
 
2013 ~ 2015 서울특별시의회 입법 법률 고문

2016 ~ 2017 서울특별시 정무보좌관

2017 ~ 2019  문재인정부 청와대 대통령비서실 행정관

2019 ~ 2020 김포와더불어 박상혁 법률사무소 대표변호사

2020.05 ~ 제21대 경기 김포시을 국회의원

2020.07 ~ 제21대 국회 전반기 국토교통위원회 위원

2020.09 ~ 2021.04 제21대 국회 전반기 국회운영위원회 위원

2020.09 ~ 2021.04 더불어민주당 원내부대표",PARK SANGHYUK,남,gimpo_park@naver.com,HXT76735,"박현규, 안진성, 오성환, 원은설, 김하민",위원,"김수철, 송봉빈",,국토교통위원회,"김철환, 이교영",경기 김포시을,제21대
02-784-1258,음,의원회관 1008호,朴聖敏,박성민,1959-04-19,지역구,국민의힘,초선,행정안전위원회,"[ 학 력 ] 
- 울산대학교 정책대학원 행정학 석사
- 울산대학교 행정학 학사

[ 약 력 ] 
제21대 국회의원(울산 중구 / 국민의힘)

- 現 제21대 국회 후반기 행정안전위원회 위원 

- 前 국민의힘 당대표 비서실장
- 前 국회 정치개혁특별위원회 위원
- 前 제21대 국회 국토교통위원회 예산결산기금심사소위원회 위원장
- 前 제21대 국회 전반기 국토교통위원회 위원
- 前 제20대 대통령직인수위원회 지역균형발전특별위원회 위원
- 前 제20대 대통령선거 국민의힘 윤석열 후보 중앙선거대책위원회 조직본부장
- 前 국민의힘 조직부총장
- 前 국민의힘 조직강화특별위원회 위원
- 前 국민의힘 원내부대표
- 前 국민의힘 울산광역시당 위원장
- 前 전국시장&middot;군수&middot;구청장협의회 회장
- 前 민선 5&middot;6기 울산 중구청장
- 前 울산광역시 중구의회 의장",PARK SEONGMIN,남,smpark3340@naver.com,X3170462,"안현진, 정강수, 나소영, 지은영, 허지훈",위원,"신규하, 안재태",http://blog.naver.com/usmpark ,행정안전위원회,"김광재, 유주영",울산 중구,제21대
02-784-8430,음,의원회관 324호,朴省俊,박성준,1969-04-23,지역구,더불어민주당,초선,정무위원회,"■학력 
-한국외국어대학교 정치외교학 학사 
-충남대학교대학원 정치학석사
-성균관대학교대학원 정치학박사 

■주요경력 
(현) 제21대 국회의원 (중구성동구을) 
(현) 국회 정무위원회 위원
(현) 더불어민주당 대변인 

(전) 더불어민주당 원내대변인 
(전) 국회 국방위원회 위원
(전) 국회 운영위원회 위원
(전) 국회 법제사법위원회 위원
(전) 국회 기획재정위원회 위원 

(전) JTBC 아나운서팀 팀장 
(전) KBS 아나운서",PARK SUNGJOON,남,pksjoffice@naver.com,IL74008M,"양원선, 박상욱, 박민정, 이찬웅, 유다현",위원,"윤영승, 이동현",https://blog.naver.com/pksjoffice,정무위원회,"심인철, 이재민",서울 중구성동구을,제21대
02-784-4364,음,의원회관 936호,朴成重,박성중,1958-08-01,지역구,국민의힘,재선,과학기술정보방송통신위원회,"<경력>
국민의힘 서울특별시당 위원장(현)
제20대 대통령직인수위원회 과학기술교육분과 간사(전)
국회 과학기술정보방송통신위원회 간사(전)
자유한국당 미디어특별위원회 공동위원장(전)
심산김창숙선생기념사업회 회장(전)
자유한국당 홍보본부장(전)
국회 안전행정위원회 간사(전)
국회 예산결산특별위원회 위원(전)
서초구청장(전)
사랑의 열매 사무총장(전)
육군학사장교 총동문회장(전)
대통령 비서실 행정관(전)
행정고시 23회

<학력>
성균관대학교 행정학과 학사
서울대학교 행정대학원 석사
성균관대학교 도시행정학 박사",PARK SUNGJOONG,남,sjpark101@hanmail.net,DAN6731C,"유재원, 신석훈, 김미정, 임세훈, 맹민호",위원,"박창삼, 옥동석",http://blog.naver.com/sjpark580801,과학기술정보방송통신위원회,"김재헌, 이진혁",서울 서초구을,"제20대, 제21대"
02-784-3760,음,의원회관 437호,朴洙瑩,박수영,1964-01-07,지역구,국민의힘,초선,산업통상자원중소벤처기업위원회,"□ 주요경력
- 한반도선진화재단 대표(2018.9.~2020.5.)
- 매일경제신문 칼럼니스트(2016.1.~2019.12.)
- 아주대학교 공공정책대학원 초빙교수(2015.10.~2019.2.)
- 경기도 행정1부지사(2013.4.~2015.9.)
- 경기도 기획조정실장(2010.9.~2012.1.)
- 경기도 경제투자실장(2009.11.~2010.9.)
- 안전행정부 인사기획관(2008.5.~2009.11.)
- 안전행정부 혁신정책관(2008.3.~2008.5.)
- 중앙인사위원회 성과후생국장(2007.10.~2008.3.)
- 대통령비서실 인사수석실 선임행정관(2005.7.~2006.2.)
̋29회 행정고등고시 합격(1985.11.)

□ 주요학력
- 버지니아 폴리테크닉 주립대학교(행정학 박사)
- 하버드대학교(정책학 석사)
- 서울대학교 행정대학원(행정학 석사)
- 서울대학교 법과대학(법학사)
",PARK SOOYOUNG,남,psyfor2020@naver.com,FU87526G,"김현민, 김다솜, 김정섭, 김재영, 변지욱",위원,"김현태, 최선희",http://blog.naver.com/psyfor2020,산업통상자원중소벤처기업위원회,"안성완, 오현석",부산 남구갑,제21대
02-784-2066,음,의원회관 430호,朴英淳,박영순,1964-12-07,지역구,더불어민주당,초선,"국회운영위원회, 산업통상자원중소벤처기업위원회, 예산결산특별위원회","충남대 영어영문학과 졸업

제21대 국회의원 (더불어민주당, 대전대덕구)
현) 국회 국토교통위원회 위원
현) 더불어민주당 대전광역시당 위원장
현) 더불어민주당 을지로위원회 위원

전) 노무현대통령 청와대 행정관
전) 문재인대통령 청와대 선임행정관
전) 대전광역시 정무부시장
전) 충남대학교 총학생회장",PARK YOUNGSOON,남,pys6427@naver.com,40S1959J,"최계영, 박종원, 정연호, 서은정, 오해인, 김지인",위원,"김미중, 서영완",http://blog.naver.com/ysb3860,"국회운영위원회, 산업통상자원중소벤처기업위원회, 예산결산특별위원회","백태양, 최은희",대전 대덕구,제21대
