음/양력,한자명,이름,생년월일,선거구구분,재선,정당명,영문명칭,대별코드,성별,대,국회의원코드,당선,선거구
음,朴己出,박기출,1909-04-28,지역구,초선,신민당,,100007,남,제7대,J5532800,제7대,부산 동구
음,朴勞선,박노선,1922-08-30,전국구,초선,민주공화당,,100007,남,제7대,STT6756Q,제7대,
음,朴斗先,박두선,1920-03-17,지역구,초선,민주공화당,,100007,남,제7대,Y8G8185H,제7대,전북 정읍
음,朴炳培,박병배,1917-07-17,지역구,5선,신민당,,100007,남,제7대,XQI3226N,"제4대, 제5대, 제7대, 제8대, 제9대",충남 대전
음,朴炳善,박병선,1925-12-25,지역구,재선,민주공화당,Park Byung-sun,100007,남,제7대,04D1245W,"제7대, 제13대",충남 예산군
음,朴順天,박순천,1898-09-10,전국구,5선,신민당,,100007,여,제7대,9PW85797,"제2대, 제4대, 제5대, 제6대, 제7대",
음,朴永祿,박영록,1922-03-25,지역구,4선,신민당,,100007,남,제7대,59H12309,"제6대, 제7대, 제9대, 제10대",강원 원주시원성군
음,朴裁雨,박재우,1918-09-26,전국구,초선,신민당,,100007,남,제7대,EQX3522Z,제7대,
음,朴鍾泰,박종태,1920-02-19,지역구,3선,민주공화당,Park Jong-tae,100007,남,제7대,TT897193,"제6대, 제7대, 제13대",전남 광산
음,朴柱炫,박주현,1923-02-03,지역구,재선,민주공화당,,100007,남,제7대,K4Y86621,"제7대, 제9대","경북 경산시,청도군"
음,朴浚圭,박준규,1925-09-12,지역구,9선,민주공화당,"Park, Jyun-kyu",100007,남,제7대,QHJ1904L,"제5대, 제6대, 제7대, 제8대, 제9대, 제10대, 제13대, 제14대, 제15대",서울 성동구을
음,朴漢相,박한상,1922-04-25,지역구,6선,신민당,"Park, Han-sang",100007,남,제7대,D4D6998Z,"제6대, 제7대, 제8대, 제9대, 제10대, 제12대",서울 영등포구을
음,裵吉道,배길도,1922-03-23,지역구,재선,민주공화당,,100007,남,제7대,TS39783Y,"제6대, 제7대",전남 무안군
음,百南檍,백남억,1914-11-11,지역구,5선,민주공화당,,100007,남,제7대,TNS31153,"제5대, 제6대, 제7대, 제8대, 제9대",경북 김천시금릉
음,百斗鎭,백두진,1908-10-07,전국구,5선,민주공화당,,100007,남,제7대,QU56886G,"제5대, 제7대, 제8대, 제9대, 제10대",
음,徐珉濠,서민호,1903-04-27,지역구,4선,대중당,,100007,남,제7대,1TA8481U,"제2대, 제5대, 제6대, 제7대",전남 고흥군
음,徐範錫,서범석,1902-10-19,지역구,6선,신민당,,100007,남,제7대,XWY90381,"제2대, 제4대, 제5대, 제6대, 제7대, 제8대",서울 성동구을
음,徐相燐,서상린,1925-08-16,지역구,5선,민주공화당,,100007,남,제7대,JGC5964P,"제6대, 제7대, 제8대, 제9대, 제10대","경기 용인,안성"
음,薛枓廈,설두하,1899-08-01,지역구,초선,민주공화당,,100007,남,제7대,L9E1055E,제7대,경남 울산시울주구
음,成樂絃,성낙현,1924-05-10,지역구,재선,신민당,,100007,남,제7대,AZP3573E,"제7대, 제7대, 제9대",경남 창녕군
음,宋元英,송원영,1928-11-14,지역구,5선,신민당,"Song, Won-yong",100007,남,제7대,NMS88588,"제7대, 제8대, 제9대, 제10대, 제12대",서울 동대문구갑
음,宋漢喆,송한철,1929-03-14,지역구,재선,민주공화당,,100007,남,제7대,WSH8502Q,"제6대, 제7대","경북 성주,칠곡군"
음,申東旭,신동욱,1929-09-09,전국구,초선,민주공화당,,100007,남,제7대,6TI8395T,제7대,
음,申東峻,신동준,1932-02-11,전국구,초선,민주공화당,,100007,남,제7대,QK66999H,제7대,
음,愼鏞南,신용남,1917-02-08,지역구,초선,민주공화당,,100007,남,제7대,EZZ4206Z,"제7대, 제7대",전북 고창군
음,申允昌,신윤창,1926-02-18,지역구,재선,민주공화당,,100007,남,제7대,M5Q11399,"제6대, 제7대","경기 파주,고양군"
음,安東濬,안동준,1919-05-15,지역구,4선,민주공화당,,100007,남,제7대,C6F2967H,"제3대, 제5대, 제6대, 제7대",충북 괴산
음,梁達承,양달승,1928-03-25,지역구,초선,민주공화당,,100007,남,제7대,MMT6767O,제7대,전남 보성
음,楊淳稙,양순직,1925-05-11,지역구,3선,민주공화당,Yang Soon-jik,100007,남,제7대,ZQO33825,"제6대, 제7대, 제14대",충남 논산
음,梁正圭,양정규,1933-02-05,지역구,6선,민주공화당,"Yang, Jung-kyu",100007,남,제7대,MIM8629D,"제7대, 제9대, 제12대, 제14대, 제15대, 제16대","제주 제주,북제주군"
음,楊燦宇,양찬우,1926-01-25,전국구,4선,민주공화당,,100007,남,제7대,BX96041G,"제7대, 제8대, 제9대, 제10대",
음,梁會璲,양회수,1922-03-07,지역구,재선,신민당,,100007,남,제7대,93D9038H,"제6대, 제7대","전남 곡성,화순군"
음,延周欽,연주흠,1933-06-13,전국구,초선,신민당,,100007,남,제7대,OZA6392I,제7대,
음,芮春浩,예춘호,1928-02-07,지역구,3선,민주공화당,,100007,남,제7대,7WM8289J,"제6대, 제7대, 제10대",부산 영도구
음,吳元善,오원선,1922-  -  ,지역구,초선,민주공화당,,100007,남,제7대,Y1X7672U,제7대,"충북 진천,음성군"
음,吳俊碩,오준석,1927-04-09,지역구,4선,민주공화당,,100007,남,제7대,WFP9101C,"제7대, 제8대, 제9대, 제10대","경북 영양,울진군"
음,吳致成,오치성,1926-02-07,지역구,4선,민주공화당,,100007,남,제7대,A3M1546A,"제6대, 제7대, 제8대, 제10대","경기 연천,포천,가평군"
음,吳學鎭,오학진,1928-01-04,지역구,4선,민주공화당,,100007,남,제7대,M584072W,"제6대, 제7대, 제8대, 제9대","경기 시흥,부천,옹진군"
음,禹弘矩,우홍구,1928-05-21,지역구,재선,신민당,,100007,남,제7대,6P39843O,"제5대, 제7대",경북 의성군
음,柳光鉉,유광현,1927-08-14,지역구,재선,민주공화당,,100007,남,제7대,I0M2449K,"제6대, 제7대",전북 남원
음,柳凡秀,유범수,1927-03-28,지역구,초선,민주공화당,,100007,남,제7대,8GH5034N,제7대,전북 완주
음,柳珍山,유진산,1905-10-18,지역구,7선,신민당,,100007,남,제7대,T7T8359U,"제3대, 제4대, 제5대, 제6대, 제7대, 제8대, 제9대",서울 영등포구갑
음,兪鎭午,유진오,1906-05-13,지역구,초선,신민당,,100007,남,제7대,A629772B,제7대,서울 종로구
음,陸寅修,육인수,1919-12-03,지역구,5선,민주공화당,,100007,남,제7대,VKN9171V,"제6대, 제7대, 제8대, 제9대, 제10대","충북 보은,옥천군"
음,尹仁植,윤인식,1922-09-03,지역구,4선,민주공화당,,100007,남,제7대,4QT48365,"제7대, 제8대, 제9대, 제10대","전남 함평,영광군"
음,尹在明,윤재명,1932-01-15,지역구,3선,민주공화당,,100007,남,제7대,CSB5720Q,"제7대, 제8대, 제10대","전남 영암,당진군"
음,尹濟述,윤제술,1904-01-29,지역구,6선,신민당,,100007,남,제7대,J2O5434U,"제3대, 제4대, 제5대, 제6대, 제7대, 제8대",서울 서대문구을
음,尹天柱,윤천주,1921-07-08,전국구,초선,민주공화당,,100007,남,제7대,CJL7891M,제7대,
음,尹致暎,윤치영,1898-02-10,전국구,4선,민주공화당,,100007,남,제7대,41C1267K,"제헌, 제2대, 제3대, 제7대",
음,李基澤,이기택,1937-07-25,전국구,7선,신민당,Lee Ki-taek,100007,남,제7대,7Q05452E,"제7대, 제8대, 제9대, 제10대, 제12대, 제13대, 제14대",
음,李南俊,이남준,1919-02-15,지역구,재선,민주공화당,,100007,남,제7대,2FQ58160,"제6대, 제7대",전남 진도
음,李東寧,이동녕,1905-01-21,지역구,3선,민주공화당,,100007,남,제7대,MFB7723Q,"제4대, 제6대, 제7대",경북 문경
음,李東元,이동원,1926-09-08,전국구,4선,민주공화당,"Lee, Tong-won",100007,남,제7대,QAG4768Q,"제7대, 제8대, 제10대, 제15대",
음,李萬燮,이만섭,1932-02-25,지역구,8선,민주공화당,"Lee, Man-sup",100007,남,제7대,IYC3468T,"제6대, 제7대, 제10대, 제11대, 제12대, 제14대, 제15대, 제16대","경북 대구시,중구"
음,李매리,이매리,1803-01-13,전국구,초선,민주공화당,,100007,여,제7대,8PC8566W,제7대,
음,李敏雨,이민우,1915-09-05,전국구,6선,신민당,"Lee, Min-woo",100007,남,제7대,8V29157I,"제4대, 제5대, 제7대, 제9대, 제10대, 제12대",
음,李敏祐,이민우,1905-10-02,지역구,재선,민주공화당,,100007,남,제7대,CAE94180,"제4대, 제7대",충남 아산
음,李白日,이백일,1921-03-09,지역구,재선,민주공화당,,100007,남,제7대,WMP4503Z,"제6대, 제7대","경기 여주,양평군"
음,李炳玉,이병옥,1927-04-17,지역구,4선,민주공화당,,100007,남,제7대,U4Z83433,"제6대, 제6대, 제7대, 제8대, 제9대",전북 부안군
음,李炳主,이병주,1912-01-15,전국구,3선,민주공화당,,100007,남,제7대,5416189B,"제7대, 제8대, 제9대",
음,李秉禧,이병희,1926-08-01,지역구,7선,민주공화당,"Lee, Byoung-heui",100007,남,제7대,9VF7142D,"제6대, 제7대, 제8대, 제9대, 제10대, 제13대, 제15대",경기 수원
음,李相武,이상무,1919-09-29,지역구,재선,민주공화당,,100007,남,제7대,71X80031,"제6대, 제7대","경북 경주,월성군"
음,李相禧,이상희,1923-01-01,지역구,재선,민주공화당,,100007,남,제7대,OZD1470G,"제6대, 제7대",충남 서산
음,李聖秀,이성수,1928-03-01,전국구,재선,민주공화당,,100007,남,제7대,76196516,"제7대, 제11대",
음,李承春,이승춘,1914-05-01,지역구,재선,민주공화당,,100007,남,제7대,33E7076V,"제6대, 제7대","강원 홍천,인제군"
음,李永根,이영근,1924-02-04,전국구,3선,민주공화당,,100007,남,제7대,GIJ5113L,"제7대, 제9대, 제10대",
음,李永浩,이영호,1913-02-09,전국구,초선,민주공화당,,100007,남,제7대,D7J4727Y,제7대,
음,李于憲,이우헌,1902-09-27,지역구,재선,민주공화당,,100007,남,제7대,H446831O,"제6대, 제7대","전남 여수시,여천군"
음,李宇鉉,이우현,1923-09-01,지역구,재선,민주공화당,,100007,남,제7대,U3C62713,"제7대, 제8대","강원 횡성,평창군"
음,李原万,이원만,1904-09-07,지역구,3선,민주공화당,,100007,남,제7대,8QN2498E,"제5대, 제6대, 제7대","경북 대구시,동구"
음,李元燁,이원엽,1924-08-16,전국구,초선,민주공화당,,100007,남,제7대,1JC16624,제7대,
음,李元榮,이원영,1910-01-24,전국구,초선,민주공화당,,100007,남,제7대,8QD51451,제7대,
음,李元雨,이원우,1926-08-25,지역구,초선,민주공화당,,100007,남,제7대,U6Q8401O,제7대,경북 영천
음,李原長,이원장,1924-12-10,지역구,재선,민주공화당,,100007,남,제7대,XA21105I,"제4대, 제7대","충남 보령시,서천군"
음,李允鎔,이윤용,1914-04-05,지역구,초선,민주공화당,,100007,남,제7대,H9B20920,제7대,경기 평택
음,李載灐,이재형,1914-11-07,전국구,7선,신민당,"Lee, Chai-hyung",100007,남,제7대,QCI6988T,"제헌, 제2대, 제4대, 제5대, 제7대, 제11대, 제12대",
음,李丁錫,이정석,1917-09-01,전국구,4선,민주공화당,,100007,남,제7대,TLF32067,"제5대, 제7대, 제8대, 제10대",
음,李鐘根,이종근,1923-10-22,지역구,6선,민주공화당,Lee Jong-keun,100007,남,제7대,DCY93694,"제6대, 제7대, 제9대, 제10대, 제13대, 제14대",충북 충주시중원
음,李重載,이중재,1925-01-20,지역구,6선,신민당,"Lee, Choong-jae",100007,남,제7대,TN53355N,"제6대, 제7대, 제8대, 제9대, 제12대, 제15대",전남 보성군
음,李珍鎔,이진용,1920-11-01,지역구,재선,민주공화당,,100007,남,제7대,QW72536P,"제7대, 제9대","경기 의정부시,양주군"
음,李賢宰,이현재,1930-09-17,지역구,초선,민주공화당,,100007,남,제7대,KUX8502U,제7대,"전남 광양,구례군"
음,李浩範,이호범,1929-07-30,지역구,초선,민주공화당,,100007,남,제7대,7112593W,"제7대, 제7대",전남 나주군
음,李孝祥,이효상,1906-01-14,지역구,5선,민주공화당,,100007,남,제7대,2B247480,"제5대, 제6대, 제7대, 제9대, 제10대","경북 대구시,남구"
음,林甲守,임갑수,1920-10-22,지역구,초선,신민당,,100007,남,제7대,TCK26055,제7대,부산 동래구
음,張坰淳,장경순,1922-03-23,지역구,5선,민주공화당,,100007,남,제7대,2OJ1050R,"제6대, 제7대, 제8대, 제9대, 제10대",전북 김제군
음,張承台,장승태,1922-01-23,지역구,4선,민주공화당,,100007,남,제7대,6A488596,"제7대, 제8대, 제9대, 제10대","강원 영월,정선군"
음,張榮淳,장영순,1923-03-21,지역구,4선,민주공화당,,100007,남,제7대,NQQ8609M,"제7대, 제8대, 제9대, 제10대","충남 청양,홍성군"
음,長俊河,장준하,1915-08-27,지역구,초선,신민당,,100007,남,제7대,UWI2606J,제7대,서울 동대문구을
음,全烋相,전휴상,1934-01-10,지역구,4선,민주공화당,,100007,남,제7대,O9P4549S,"제5대, 제6대, 제7대, 제8대","전북 진안,무주,장수"
음,鄭幹鎔,정간용,1922-05-09,지역구,재선,민주공화당,,100007,남,제7대,WA69539J,"제7대, 제8대",전남 완도군
음,鄭求瑛,정구영,1894-05-14,전국구,재선,민주공화당,,100007,남,제7대,U9942857,"제6대, 제7대",
음,丁來正,정래정,1923-04-09,지역구,재선,민주공화당,,100007,남,제7대,CXO2156G,"제6대, 제7대",전남 광주을 
음,鄭相九,정상구,1925-04-28,지역구,5선,신민당,"Chung, Sang-koo",100007,남,제7대,HFG6145J,"제5대, 제7대, 제12대, 제13대, 제15대",부산 진구갑
음,鄭成太,정성태,1915-07-28,지역구,6선,신민당,,100007,남,제7대,3ZY8842T,"제3대, 제4대, 제5대, 제6대, 제7대, 제8대",전남 광주갑
음,鄭雲甲,정운갑,1913-05-31,전국구,5선,신민당,,100007,남,제7대,KDN5814A,"제4대, 제7대, 제8대, 제9대, 제10대",
음,鄭一亨,정일형,1904-02-23,지역구,8선,신민당,,100007,남,제7대,Q699375L,"제2대, 제3대, 제4대, 제5대, 제6대, 제7대, 제8대, 제9대",서울 중구
음,鄭稷來,정직래,1913-12-30,지역구,초선,민주공화당,,100007,남,제7대,LLO1003Z,제7대,충북 영동군
음,鄭鎭東,정진동,1910-03-25,지역구,재선,민주공화당,,100007,남,제7대,WEX28089,"제6대, 제7대",경북 예천
음,鄭泰成,정태성,1926-12-23,지역구,재선,민주공화당,,100007,남,제7대,8TF6180R,"제6대, 제7대",충북 청주
음,鄭海永,정해영,1915-09-19,전국구,7선,신민당,,100007,남,제7대,35G1176L,"제3대, 제5대, 제6대, 제7대, 제8대, 제9대, 제10대",
음,趙尹衡,조윤형,1932-11-26,지역구,6선,신민당,Chough Yoon-hyung,100007,남,제7대,BPU25498,"제5대, 제6대, 제7대, 제8대, 제13대, 제14대",서울 성북구갑
음,曺逸煥,조일환,1916-03-13,지역구,4선,신민당,,100007,남,제7대,8J552129,"제4대, 제5대, 제7대, 제8대","경북 대구시,북,서구"
음,曺昌大,조창대,1928-07-22,지역구,재선,민주공화당,,100007,남,제7대,ZJB3211N,"제6대, 제7대","경남 진해,창원시"
음,趙漢栢,조한백,1908-02-28,지역구,4선,신민당,,100007,남,제7대,3I17114K,"제헌, 제4대, 제5대, 제7대",서울 성동구갑
음,曺興萬,조흥만,1926-01-09,전국구,초선,신민당,,100007,남,제7대,VT566119,제7대,
음,車智澈,차지철,1934-11-06,지역구,4선,민주공화당,,100007,남,제7대,D2H3317X,"제6대, 제7대, 제8대, 제9대","경기 광주,이천"
음,車亨根,차형근,1924-07-07,지역구,초선,민주공화당,,100007,남,제7대,5HF37179,제7대,"전북 군산시,옥구"
음,崔斗高,최두고,1921-10-20,지역구,재선,민주공화당,,100007,남,제7대,HDI20908,"제6대, 제7대",부산 진구을
음,崔奭林,최석림,1922-10-05,지역구,4선,민주공화당,,100007,남,제7대,HFQ1835Y,"제4대, 제5대, 제6대, 제7대, 제7대","경남 충무,통영,고성군"
음,崔榮喜,최영희,1921-03-01,전국구,4선,민주공화당,,100007,남,제7대,JDL6609Q,"제7대, 제8대, 제9대, 제10대",
음,崔翊圭,최익규,1913-03-30,지역구,초선,민주공화당,,100007,남,제7대,4WB72353,제7대,"강원 강릉,명주"
음,崔致煥,최치환,1923-10-22,지역구,5선,민주공화당,"Choi, Chi-whan",100007,남,제7대,55Q77773,"제5대, 제6대, 제7대, 제10대, 제12대",경남 남해군
음,崔熙松,최희송,1894-05-10,전국구,4선,민주공화당,,100007,남,제7대,KFJ9834X,"제4대, 제5대, 제6대, 제7대",
음,片鎔浩,편용호,1928-01-20,전국구,재선,신민당,,100007,남,제7대,OCW9821N,"제7대, 제8대",
음,韓相駿,한상준,1921-08-25,지역구,3선,민주공화당,,100007,남,제7대,Z7864733,"제5대, 제6대, 제7대","전북 임실군,순창군"
음,韓泰日,한태일,1910-12-07,지역구,초선,민주공화당,,100007,남,제7대,HT420083,제7대,경남 마산
음,韓通淑,한통숙,1906-04-14,전국구,3선,신민당,,100007,남,제7대,3HV2016Y,"제5대, 제6대, 제7대",
음,玄梧鳳,현오봉,1923-03-26,지역구,6선,민주공화당,,100007,남,제7대,O6K5681N,"제4대, 제6대, 제7대, 제8대, 제9대, 제10대",제주 남제주군
음,玄正柱,현정주,1999-00-00,전국구,초선,민주공화당,,100007,남,제7대,7G51815E,제7대,
음,姜根浩,강근호,1934-01-25,지역구,초선,신민당,,100008,남,제8대,LMW13267,제8대,"전북 군산시,옥구"
음,姜秉奎,강병규,1931-07-19,전국구,3선,민주공화당,,100008,남,제8대,0QT6563E,"제8대, 제9대, 제10대",
음,康誠元,강성원,1928-12-02,전국구,초선,민주공화당,,100008,남,제8대,XTL68919,제8대,
음,姜在邱,강재구,1928-06-22,지역구,초선,민주공화당,,100008,남,제8대,TV92718A,제8대,"경북 대구시,북구"
